DISTRICT_NAME,COUNTY_NAME,FIELD_NAME,OPERATOR_NAME,OPERATOR_NO,LEASE_NAME,OG_CODE,LEASE_ID,WELL_NO,API,WB_Months_Inactive
08,PECOS,"EL CINCO, S. (WICHITA ALBANY)",RAIDER OIL & GAS COMPANY,688474,MCDONALD,O,22811,1,37130706,279
10,SHERMAN,TEXAS HUGOTON,"CRAIG, WOOD B OR MONROE, DIANNE",186540,CRAIG,G,228127,2,42131013,76
06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,ROSINE,G,228315,4,34732461,144
06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,SMC,G,228331,3,34732427,18
06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,"FOSHEE, A.M.",G,228333,8,34732465,18
06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,"STOKES, WILMA GAS UNIT",G,228389,3,34732490,21
02,GOLIAD,AUSTIN (WILCOX MASSIVE),SIANA OIL & GAS,779259,SIMMONS GAS UNIT,G,228545,6,17533853,116
04,ZAPATA,LOS MOGOTES (WILCOX CONS.),"LAS LOMAS SERVICES, LLC",487622,BENAVIDES TRUST,G,228757,11,50535698,172
06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,TEMPLE-INLAND GAS UNIT,G,228868,5,34732449,102
06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,"FOSHEE, A.M.",G,228925,7,34732464,18
06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,STEWART MINERALS GAS UNIT A,G,228948,4,34732460,66
06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,TEMPLE-INLAND GAS UNIT,G,228997,4,34732444,18
03,COLORADO,LYDIA (4100),ALLTEX OPERATING COMPANY,015056,WIED,G,229103,1,08932467,86
06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,STANSELL GAS UNIT,G,229127,4,34732400,19
06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,WATT GAS UNIT,G,229128,2,34732510,29
7B,EASTLAND,"THEO JIREH (CADDO LIME, MIDDLE)",YELLOW ROSE OIL & GAS OPER. INC.,946964,CADE,O,22923,1,13336385,47
06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,"CLIFTON, SAMMY",G,229235,2,34732496,119
06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,FLOICE GAS UNIT,G,229252,2,34732500,18
06,RUSK,"APPLEBY, N. (ROD-TP CONS)","WEATHERLY OIL & GAS, LLC",902815,"WITHERSPOON, STEWART",G,229253,1,40134173,19
7B,COLEMAN,ED AND PATSY (MORRIS SD.),CRARUTH ENERGY CORPORATION,186685,GRAVES,O,22933,1,08334478,228
02,LAVACA,HOPE (MIOCENE 2950),"STRATCO OPERATING CO., INC.",825462,"GOTT ""A""",G,229333,1,28533282,166
04,WEBB,WILDCAT,"EVANS, S. LAVON  JR. OPER. CO.",255456,LOS OJUELOS MINERAL TRUST,G,229370,10,47939704,167
06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,TEMPLE-INLAND GAS UNIT,G,229462,6,34732469,18
06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,"MCLAIN, RUFUS GAS UNIT",G,229670,4,34732467,25
06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,SMITH FAMILY TRUST,G,229730,4,34732448,18
06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,SMC,G,229737,9,34732529,116
02,LAVACA,CLARKS CREEK (MIOCENE),"STRATCO OPERATING CO., INC.",825462,TERRY-GOTT,G,229756,1D,28531685,160
02,GOLIAD,"AUSTIN (WILCOX 12,300)",SIANA OIL & GAS,779259,KATHLEEN JACKSON UNIT,G,229869,4,17533832,68
02,GOLIAD,"AUSTIN (WILCOX 12,300)",SIANA OIL & GAS,779259,"MARTIN, M. E.",G,229876,1,17533854,33
03,COLORADO,"GARWOOD, S.W. (LOWER WILCOX)",TEXAS GULF PRODUCTION CO. LLC,846255,"GARRETT, W. D. GU",G,229903,2,08932466,46
08,GAINES,NORMAN (DEVONIAN),PRONGHORN MANAGEMENT CORPORATION,681368,HUMBLE-NORMAN,O,22994,1 U,16530183,279
10,HUTCHINSON,"PANHANDLE, WEST","LIQUID PETROLEUM RESOURCES, INC.",502771,OTIS P,G,229946,2R,23333065,111
01,ATASCOSA,"BENTON CITY S, (ANACACHO)","REGENCY ENERGY, INC.",698761,"COLLINS, JOE",G,229953,1,01333896,145
01,MEDINA,BENTON CITY (ANACACHO),"REGENCY ENERGY, INC.",698761,"NAEGELIN, JOHN E. ET UX",G,229954,1,32533524,145
03,LEE,GIDDINGS (AUSTIN CHALK-3),BHEC CORPORATION,040794,LEHMAN-DEAN UNIT,O,22998,1,28732476,226
09,JOHNSON,"NEWARK, EAST (BARNETT SHALE)","COHORT PETROLEUM MANAGEMENT, LLC",166706,GRANDVIEW SWD,G,230097,1,25130953,102
06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,SCROGGINS GAS UNIT,G,230117,8,34732508,23
06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,COATS GAS UNIT,G,230145,2,34732366,114
02,VICTORIA,COLOGNE (1400),EXPRESS OIL CO.,257068,GORDON,G,230148,3,46933828,185
7B,THROCKMORTON,A. GOOD (MISSISSIPPI),"ASHTOLA EXPLORATION COMPANY,INC.",035060,"PALMER, MIKE",O,23015,1,44734446,55
06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,COHEN,G,230264,3,34732507,58
7B,SHACKELFORD,SHACKELFORD COUNTY REGULAR,"WILLIAMS DEVILLE OPERATING, INC.",924647,HENDRICK,O,23038,39,41733532,17
7B,SHACKELFORD,SHACKELFORD COUNTY REGULAR,"WILLIAMS DEVILLE OPERATING, INC.",924647,HENDRICK,O,23038,40,41734615,66
06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,LUNSFORD,G,230559,2,34732409,64
06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,"CASE, EMMETT GAS UNIT",G,230635,2,34732528,139
06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,BRG GAS UNIT,G,230644,4,34732420,18
09,ERATH,"NEWARK, EAST (BARNETT SHALE)","SLATE HOLDINGS, INC.",787112,"WILSON, N.",G,230702,1 H,14331206,109
06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,FLOICE GAS UNIT,G,230856,3,34732504,28
08,PECOS,HINYARD (QUEEN),"BUSTOS, MARTIN OIL",112687,HINYARD,O,23088,5W,37110757,279
08,PECOS,HINYARD (QUEEN),"BUSTOS, MARTIN OIL",112687,HINYARD,O,23088,6W,37110804,279
08,PECOS,HINYARD (QUEEN),"BUSTOS, MARTIN OIL",112687,HINYARD,O,23088,7,37120010,266
08,PECOS,HINYARD (QUEEN),"BUSTOS, MARTIN OIL",112687,HINYARD,O,23088,9,37110015,266
08,PECOS,HINYARD (QUEEN),"BUSTOS, MARTIN OIL",112687,HINYARD,O,23088,10,37131886,266
08,PECOS,HINYARD (QUEEN),"BUSTOS, MARTIN OIL",112687,HINYARD,O,23088,1,37110325,266
08,PECOS,HINYARD (QUEEN),"BUSTOS, MARTIN OIL",112687,HINYARD,O,23088,2,37110720,279
08,PECOS,HINYARD (QUEEN),"BUSTOS, MARTIN OIL",112687,HINYARD,O,23088,3,37110393,279
06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,"FOSHEE, A.M.",G,231046,13,34732533,18
06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,"FOSHEE, A.M.",G,231048,9,34732513,18
06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,HARTT GAS UNIT,G,231110,9,34732527,64
06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,BOATMAN GAS UNIT,G,231291,5,34732539,38
02,CALHOUN,SHERIFF (F-4),FORMATION RESOURCES LLC,276936,"BOYD, CHARLIE H.",G,231505,1,05700509,135
05,FREESTONE,FREEDOM (TRAVIS PEAK),FULLSPIKE ENERGY LLC,289935,GRAUKE GAS UNIT,G,231643,1,16133486,86
06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,"LAND, B. M. GAS UNIT",G,231687,5,34732557,59
02,CALHOUN,WILDCAT,"MATAGORDA RESOURCES CO., INC.",533028,WYNNE,G,231748,2,05731703,173
7B,SHACKELFORD,SHACKELFORD COUNTY REGULAR,MESQUITE LAND & MINERALS CO.,561921,"EDINGTON, ALICE ""B""",O,23187,1,41736609,207
7B,SHACKELFORD,SHACKELFORD COUNTY REGULAR,MESQUITE LAND & MINERALS CO.,561921,"EDINGTON, ALICE ""B""",O,23187,2,41736610,154
7B,SHACKELFORD,SHACKELFORD COUNTY REGULAR,MESQUITE LAND & MINERALS CO.,561921,"EDINGTON, ALICE ""B""",O,23187,4,41701067,207
06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,SMC,G,232104,6,34732573,18
03,JEFFERSON,NOME (V-A),"KODY PETROLEUM CO., INC.",473774,LONG,G,232221,29,24531893,58
02,GOLIAD,POWDER RIVER (CONSOLIDATED),HOUSTON GULF ENERGY CORPORATION,402723,STAUSS,G,232263,1,17534020,33
7B,JONES,HICKMAN HAVEN (TANNEHILL),"EDGE OIL AND GAS, LLC",243206,LOGSDON,O,23228,1,25333322,29
7B,JONES,HICKMAN HAVEN (TANNEHILL),"EDGE OIL AND GAS, LLC",243206,LOGSDON,O,23228,2,25333321,74
03,MATAGORDA,"PHEASANT, SOUTH ( 9,200 FRIO)",SIANA OIL & GAS,779259,"TRULL, B. W.",G,232331,1R,32132101,75
06,RUSK,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,SMC,G,232405,7,40134381,50
05,LEON,"BRANTON, W. (COTTON VALLEY LIME)","WEATHERLY OIL & GAS, LLC",902815,UNDERWOOD,G,232484,1,28931638,69
03,MONTGOMERY,GIDDINGS (AUSTIN CHALK-3),"PARAGON ENERGY, INC.",639004,"HOKE, E.C.",O,23253,1H,33930921,118
06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,BARTON GAS UNIT,G,232544,1,34732484,102
01,VAL VERDE,WILDCAT,"BEESON ENERGY, INC.",061799,REDD STATE,G,232716,1,46530784,179
7B,FISHER,CRARUTH (STRAWN),LODI OPERATING COMPANY LLC,505336,HILL-TERRY-1E,G,232840,1,15132199,62
03,HARDIN,SOUR LAKE,"TRANS-PECOS RESOURCES, INC.",864806,SUN FEE,O,23287,1,19932659,98
02,VICTORIA,"BRUSHY CREEK, S. (WILCOX 13900)","CAMOIL, INC.",127449,KUESTER,G,232905,1,46934008,124
01,MEDINA,TAYLOR-INA (ANACACHO),"SABINAL RESOURCES, INC.",742124,VALENZUELA,G,232976,1,32500372,157
01,MEDINA,TAYLOR-INA,"SABINAL RESOURCES, INC.",742124,SCHWEERS,G,232984,3,32533578,161
06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,GARRISON LUMBER,G,233064,3,34732570,19
05,LEON,"BUFFALO, SOUTH (B)",AMERRIL ENERGY LLC,019786,"TAYLOR, O. K.",G,233492,1,28900191,66
01,EDWARDS,WILDCAT,UHC PETROLEUM CORPORATION,875653,WARDLAW,G,234000,801,13731855,175
06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,"LAND, B. M. GAS UNIT",G,234129,6,34732614,18
08,WARD,"QUITO, E. (ATOKA)","RJD ENERGY, LLC",714310,LEEDE GAS UNIT 1,G,234141,2,47531722,60
06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,WILLIAMS GAS UNIT,G,234143,3,34732301,18
03,COLORADO,"GARWOOD, SW (MIDDLE WILCOX)","ROCK ENERGY RESOURCES, INC.",722819,KALLINA,G,234171,4601,08932485,125
02,LAVACA,SIBLEY (3250),"RAWHIDE OPERATING, INC.",694852,"BAILEY, IVA",G,234331,2,28531221,167
06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,HOLLY SPRINGS,G,234379,4,34732589,18
06,RUSK,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,SMITH FAMILY TRUST GAS UNIT,G,234504,8,40134344,18
06,RUSK,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,SMITH FAMILY TRUST GAS UNIT,G,234531,10,40134438,21
02,REFUGIO,MISSION RIVER (4200),"HIGH PLAINS GAS SYSTEMS, INC.",385551,SCANIO/SHELTON,G,234536,4,39132604,167
02,REFUGIO,MISSION RIVER (8400),"HIGH PLAINS GAS SYSTEMS, INC.",385551,SCANIO/SHELTON,G,234544,8,39132782,147
09,JOHNSON,"NEWARK, EAST (BARNETT SHALE)","WESTERN ASSETS MANAGEMENT, INC.",911807,PENT,G,234637,1,25130860,161
03,GALVESTON,TREASURE ISLE (BIG GAS SAND),"REEF EXPLORATION, L.P.",697952,"HALLS BAYOU RANCH ""A""",G,234686,1,16731429,62
01,LA SALLE,HERRADURA (1ST YEGUA),BOOMERANG OIL & GAS LLC,082590,HERRADURA RANCH,G,234729,7,28332033,158
04,KLEBERG,"MURDOCK PASS, N. (FRIO 8100 B)",MODENA OPERATING LLC,573221,DUNN-PEACH (ST 212),G,234917,6,27332443,134
03,WALLER,KATY (WILCOX CONS.),"EVERGREEN ENERGY, INC.",256489,"COULTER, JOHN UNIT",G,234959,1R,47331132,162
03,CHAMBERS,"SMITH POINT, EAST (MIOCENE 3400)",DIAMOND S MASADA LLC,216984,"NELSON, BEN ET AL",O,23496,1A,07132048,161
03,WALLER,WILDCAT,"EVERGREEN ENERGY, INC.",256489,"COULTER, JOHN",G,234972,1,47330882,167
08,MITCHELL,WESTBROOK,CWOC,195818,"MORRIS, J. F.",O,23503,2,33530396,206
08,WARD,SPENCER,RAIDER OIL & GAS COMPANY,688474,CHEVRON,O,23526,1W,47530672,236
02,BEE,HOLZMARK (PETTUS),"CONTINENTAL EXPLORATION, L.L.C.",173649,FINGER ESTATE,G,235431,1,02533523,139
02,LAVACA,HOPE (WILCOX MASSIVE),"SALT CREEK PRODUCTION, INC.",744277,WILLIAMS,G,235534,1,28533421,126
02,REFUGIO,MISSION RIVER (8400),"HIGH PLAINS GAS SYSTEMS, INC.",385551,SCANIO-HAWN,G,235535,1,39132759,156
08,PECOS,HILLAW (TUBB),"LAWRENCE, C. F. & ASSOC. INC.",490300,LACOS STATE,O,23572,1,37131219,279
08,PECOS,HILLAW (TUBB),"LAWRENCE, C. F. & ASSOC. INC.",490300,LACOS STATE,O,23572,3,37131466,279
06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,"FOSHEE, A.M.",G,235768,12,34732607,36
06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,"FOSHEE, A.M.",G,235769,10,34732606,19
03,BRAZOS-LB,BRAZOS BLOCK 446L SW-4 (M15C),"ANATEXAS OFFSHORE, INC.",020599,STATE LEASE 103229,G,235779,1 L,70430333,114
02,LAVACA,HOPE (JACOBS 2980),"NORTH SHORE ENERGY, L.L.C.",614122,NSE KLIMITCHEK MEGAN,G,235953,2,28533341,157
06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,FREDONIA GAS UNIT,G,236056,2,34732587,18
06,RUSK,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,SMITH FAMILY TRUST GAS UNIT,G,236057,11,40134451,18
06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,TEMPLE-INLAND GAS UNIT,G,236063,8,34732654,18
06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,"LAND, B. M. GAS UNIT",G,236068,3,34732534,18
06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,"LAND, B. M. GAS UNIT",G,236069,4,34732540,57
06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,BRADSHAW GAS UNIT,G,236092,3,34732552,18
04,KLEBERG,"DUNN-MCCAMPBELL (FRIO, MID)",MODENA OPERATING LLC,573221,LAPLAYA MID FRIO UNIT,G,236279,2,27332493,145
08,PECOS,GOMEZ (WOLFCAMP),"LAKEHILLS PRODUCTION, INC.",483440,GOMEZ WEST GAS UNIT,G,236280,1,37130469,122
04,KLEBERG,"MURDOCK PASS, N. (FRIO 8100 B)",MODENA OPERATING LLC,573221,DUNN-PEACH,G,236288,4ST,27332434,147
03,COLORADO,WOLFPACK (LOWER WILCOX CONS.),TEXAS GULF PRODUCTION CO. LLC,846255,"GARRETT, W. D. GU",G,236349,3,08932531,53
08,PECOS,BEVERLY (QUEEN),"OIL-X CORP., THE",620220,"REDMAN, I.R.T. ""B""",O,23644,1 Q,37101786,279
06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,"CURBOW, W. D.",G,236440,14,34732640,45
04,WEBB,BERRY R. COX (WX. 3RD HINNANT),"COX, MARTIN REGAN",185995,ARMSTRONG RANCH 'A',G,236536,1,47934299,156
06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,"CURBOW, W. D.",G,236556,8,34732545,18
06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,TEMPLE-INLAND GAS UNIT,G,236741,7,34732676,18
08,PECOS,MACLAW (ELLEN),NORTHAMERICAN SERVICE GROUP,613768,MOBHUN,O,23689,1,37131413,272
08,PECOS,MACLAW (ELLEN),NORTHAMERICAN SERVICE GROUP,613768,MOBHUN,O,23689,2,37131639,279
03,BRAZOS-LB,BLOCK 368-L (5720),BLACK ELK ENERGY OFFSHORE OP LLC,073161,STATE TRACT 369-L NE/4,G,236965,4 L,70430335,117
09,PARKER,"NEWARK, EAST (BARNETT SHALE)","HARDROCK OPERATING COMPANY, INC.",356779,GREENE-HARWELL,G,236986,1 H,36733884,160
09,PARKER,"NEWARK, EAST (BARNETT SHALE)",MADISON AND WRIGHT LLC,521182,HANNIBAL,G,236988,1 H,36734090,160
09,PARKER,"NEWARK, EAST (BARNETT SHALE)","HARDROCK OPERATING COMPANY, INC.",356779,GOEN-HOLMAN,G,236994,1 H,36734138,160
02,BEE,CANDACE (2070),"VEGA EXPLORATION, INC.",884444,HEYSER EST.,G,237014,2,02533425,154
02,GOLIAD,HORDES CREEK (WILCOX CONS.),TEXAS GULF PRODUCTION CO. LLC,846255,"PETTUS, R. M. ET AL",G,237077,1,17533897,78
7B,SHACKELFORD,SHACKELFORD COUNTY REGULAR,"SEDCO OPERATING, LLC",763159,DAWSON-CONWAY 183-A,O,23709,2A,41736307,236
08,PECOS,WENTZ (CLEAR FORK),"BUSTOS, MARTIN OIL",112687,VICK -A-,O,23739,1,37131415,279
08,PECOS,WENTZ (CLEAR FORK),"BUSTOS, MARTIN OIL",112687,VICK -A-,O,23739,2,37131579,279
08,PECOS,WENTZ (CLEAR FORK),"BUSTOS, MARTIN OIL",112687,VICK -A-,O,23739,3W,37131414,279
08,PECOS,WENTZ (CLEAR FORK),"BUSTOS, MARTIN OIL",112687,VICK -A-,O,23739,4,37131788,279
09,YOUNG,YOUNG COUNTY REGULAR,"WICHITA ASW OIL & GAS, LLC",921573,COX-YOUNG,O,23739,1,50337532,85
09,YOUNG,YOUNG COUNTY REGULAR,"WICHITA ASW OIL & GAS, LLC",921573,COX-YOUNG,O,23739,3,50337998,85
09,YOUNG,YOUNG COUNTY REGULAR,"WICHITA ASW OIL & GAS, LLC",921573,COX-YOUNG,O,23739,4,50337999,157
06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,BRG GAS UNIT,G,237439,5,34732638,121
03,HIGH IS-LB,"HIGH IS. BLK. 24L (FB-E, HC)",JEFFERSON BLOCK 24 OIL & GAS LLC,430717,HIGH ISLAND 24L SL59456,O,23759,C 13,70830353,55
03,GALVESTON,ALGOA ( 27 SAND),HOUSTON GULF ENERGY CORPORATION,402723,WINTON UNIT,O,23770,1,16702053,29
03,TRINITY,ANTIOCH CHURCH (CARRIZO 'B'),PETRO-SMITH OPERATING LLC,660313,WALTON,O,23775,2SW,45530513,48
03,TRINITY,ANTIOCH CHURCH (CARRIZO 'B'),PETRO-SMITH OPERATING LLC,660313,WALTON,O,23775,1,45530458,39
7B,BROWN,BUCY (CADDO),"ROCO PETROLEUM, INCORPORATED",723552,"INDIAN MOUNTAIN ""A""",O,23805,2,04934660,279
02,GOLIAD,POWDER RIVER (CONSOLIDATED),HOUSTON GULF ENERGY CORPORATION,402723,BOEHL,G,238215,2,17502021,73
02,LAVACA,"HOPE, NE. (1100)","STRATCO OPERATING CO., INC.",825462,TERRY-GUTIERREZ UNIT,G,238232,2,28533240,168
06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,HARTT GAS UNIT,G,238376,14,34732596,18
06,NACOGDOCHES,NACONICHE CREEK (ROD.-TP CONS.),"WEATHERLY OIL & GAS, LLC",902815,"DEWS, CARLOS UNIT",G,238638,8,34732768,19
02,JACKSON,MORALES (2540),TIDEWATER MINERALS CORPORATION,859552,CAMPBELL,G,238942,2,23933259,155
03,WALLER,BROOKSHIRE,"JOHNSON SANFORD OP CO., LTD",438265,WHITT BAINS,O,23911,1,47330586,71
7C,CROCKETT,ANGUS (STRAWN),VICKERS PRODUCTION COMP L.L.C.,885106,JONES RANCH,G,239155,125,10530945,26
08,PECOS,ABELL (PERMIAN-GENERAL),"ROCA PRODUCTION, INC.",722193,MAGNOLIA-V. W. CROCKETT,O,23928,3,37105369,279
01,VAL VERDE,ALTIZER (CANYON LOWER),PATNO OIL & GAS COMPANY,643327,"ALTIZER ""56""",G,239460,1,46530824,88
02,LAVACA,"SPEAKS, NW. (WILCOX 12,800)","GAPP OIL & GAS, LLC",293986,ROBERTSON,G,239493,1,28533447,66
7B,COLEMAN,COLEMAN COUNTY REGULAR,"TT OPERATING, LLC",872252,REEVES,O,23970,1,08334639,70
7B,COLEMAN,COLEMAN COUNTY REGULAR,"TT OPERATING, LLC",872252,REEVES,O,23970,2,08334654,94
7B,COLEMAN,COLEMAN COUNTY REGULAR,"TT OPERATING, LLC",872252,REEVES,O,23970,3,08335230,221
04,DUVAL,"STARR BRITE, W. (5380)",LEMBCKE OIL & GAS LLC.,496235,"MONTEMAYOR ""A""",G,239724,1,13136580,44
04,ZAPATA,EXSUN (LOBO CONS.),THE MEDUSA COMPANY,851528,"GUTIERREZ, HECTOR MARIO",G,239738,1,50536147,61
04,NUECES,FLOUR BLUFF (1135),AMERRIL ENERGY LLC,019786,EAST FLOUR BLUFF STATE E,G,239780,10,35533736,174
08,PECOS,"LEHN-APCO, N. (GLORIETA)","MOLDER, TOM",574060,SHEARER,O,24008,1,37130374,94
02,LAVACA,SPEAKS (3100),"NORTH SHORE ENERGY, L.L.C.",614122,NSE KLIMITCHEK MEGAN,G,240169,1,28533340,152
05,RAINS,"GINGER, S.E. (SMACKOVER)","DYERSDALE PRODUCTION CO, INC.",237752,"HUDDLESTON, C.L.",G,240268,3,37930156,60
7B,COLEMAN,COLEMAN COUNTY REGULAR,"LONGHORN OIL EXPLORATION, INC.",508190,"BROYLES, J. A.",O,24090,2,08334737,279
7B,COLEMAN,COLEMAN COUNTY REGULAR,"LONGHORN OIL EXPLORATION, INC.",508190,"BROYLES, J. A.",O,24090,3,08334749,279
7C,CROCKETT,ANGUS (STRAWN),VICKERS PRODUCTION COMP L.L.C.,885106,HEMPHILL,G,241033,111,10540590,26
7C,CROCKETT,ANGUS (STRAWN),VICKERS PRODUCTION COMP L.L.C.,885106,JONES,G,241036,111,10540580,26
03,HARRIS,HUMBLE,IRELAND OIL COMPANY,426220,"BAIRD, J.B. (IOC)",O,24148,14,20101483,46
04,KLEBERG,DUNN-MCCAMPBELL (8425),MODENA OPERATING LLC,573221,"MCCAMPBELL, DUNN",G,241554,11A,27332484,120
04,WEBB,PANCHO (WILCOX),"EVANS, S. LAVON  JR. OPER. CO.",255456,LOS OJUELOS MINERAL TRUST,G,241562,11,47939796,145
7C,CROCKETT,OZONA (CANYON SAND),PETRO-SMITH OPERATING LLC,660313,MONTGOMERY -12-,G,241617,1,10540544,45
01,VAL VERDE,ALTIZER (CANYON LOWER),PATNO OIL & GAS COMPANY,643327,"ALTIZER ""56""",G,241706,2,46530826,88
04,SAN PATRICIO,ODEM (7000),"REPUBLIC RESOURCES, LLC.",703124,ANGELITA UNIT,G,241734,3,40932881,116
08,PECOS,BELDING (YATES),PRODUCTION MARKETING ASSOC INC,680810,"PUCKETT, DOW -C-",O,24188,2,37182905,279
05,LEON,EUNICE (TRAVIS PEAK),"WEATHERLY OIL & GAS, LLC",902815,"SMITH, BRYAN",G,241907,1,28931743,18
08,WINKLER,CHEYENNE (CAPITAN),HERITAGE STANDARD CORPORATION,379777,BLACK KETTLE,O,24193,8,49530962,209
02,REFUGIO,MISSION RIVER (8300 VKSBG),"HIGH PLAINS GAS SYSTEMS, INC.",385551,SCANIO/SHELTON,G,241967,12,39132852,149
02,GOLIAD,"AUSTIN (WILCOX 12,300)",SIANA OIL & GAS,779259,KATHLEEN JACKSON UNIT,G,242118,3,17533817,85
08,PECOS,GOMEZ (DEVONIAN),"LAKEHILLS PRODUCTION, INC.",483440,BAKER 84,G,242171,1,37130735,143
7B,STEPHENS,STEPHENS COUNTY REGULAR,THUNDER RESOURCES LLC,858338,FLOURNOY,G,242323,A 11,42936365,151
02,LIVE OAK,"PAISANO CREEK, E. (3200)","APEX ENERGY, INC.",027424,"MCNEILL, WADE",G,242423,1B,29734727,158
